Mod:Item:MetaData, Localized Name
IronChest:ironGoldUpgrade, Iron to Gold Chest Upgrade
IronChest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
IronChest:copperSilverUpgrade, Copper to Silver Chest Upgrade
IronChest:silverGoldUpgrade, Silver to Gold Chest Upgrade
IronChest:copperIronUpgrade, Copper to Iron Chest Upgrade
IronChest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
IronChest:woodIronUpgrade, Wood to Iron Chest Upgrade
IronChest:woodCopperUpgrade, Wood to Copper Chest Upgrade
IronChest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
lootbags:lootbag:0, §fCommon Lootbag
lootbags:lootbag:1, §aUncommon Lootbag
lootbags:lootbag:2, §9Rare Lootbag
lootbags:lootbag:3, §dEpic Lootbag
lootbags:lootbag:4, §6Legendary Lootbag
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
TConstruct:materials:24, Aluminum Brass Nugget
TConstruct:materials:25, Silky Cloth
TConstruct:materials:26, Silky Jewel
TConstruct:materials:27, Obsidian Nugget
TConstruct:materials:28, Cobalt Nugget
TConstruct:materials:29, Ardite Nugget
TConstruct:materials:30, Manyullyn Nugget
TConstruct:materials:31, Bronze Nugget
TConstruct:materials:32, Alumite Nugget
TConstruct:materials:33, Steel Nugget
TConstruct:materials:34, Pig Iron Ingot
TConstruct:materials:35, Pig Iron Platter
TConstruct:materials:36, Ball of Glue
TConstruct:materials:37, Seared Brick
TConstruct:materials:38, Ardite Dust
TConstruct:materials:39, Cobalt Dust
TConstruct:materials:40, Aluminum Dust
TConstruct:materials:41, Manyullyn Dust
TConstruct:materials:42, Aluminum Brass Dust
TConstruct:woodPattern:1, Tool Rod Pattern
TConstruct:woodPattern:2, Pickaxe Head Pattern
TConstruct:woodPattern:3, Shovel Head Pattern
TConstruct:woodPattern:4, Axe Head Pattern
TConstruct:woodPattern:5, Sword Blade Pattern
TConstruct:woodPattern:6, Wide Guard Pattern
TConstruct:woodPattern:7, Hand Guard Pattern
TConstruct:woodPattern:8, Crossbar Pattern
TConstruct:woodPattern:9, Tool Binding Pattern
TConstruct:woodPattern:10, Pan Pattern
TConstruct:woodPattern:11, Wide Board Pattern
TConstruct:woodPattern:12, Knife Blade Pattern
TConstruct:woodPattern:13, Chisel Head Pattern
TConstruct:woodPattern:14, Tough Rod Pattern
TConstruct:woodPattern:15, Tough Binding Pattern
TConstruct:woodPattern:16, Large Plate Pattern
TConstruct:woodPattern:17, Broadaxe Head Pattern
TConstruct:woodPattern:18, Scythe Head Pattern
TConstruct:woodPattern:19, Excavator Head Pattern
TConstruct:woodPattern:20, Large Blade Pattern
TConstruct:woodPattern:21, Hammer Head Pattern
TConstruct:woodPattern:22, Full Guard Pattern
TConstruct:woodPattern:23, Bowstring Pattern
TConstruct:woodPattern:24, Fletching Pattern
TConstruct:woodPattern:25, Arrowhead Pattern
TConstruct:manualBook:0, Materials and You: Volume 1
TConstruct:manualBook:1, Materials and You: Volume 2
TConstruct:manualBook:2, Mighty Smelting
TConstruct:manualBook:3, Diary of a Tinker
TConstruct:manualBook:4, Tinkers' Weaponry
TConstruct:pickaxe, Pickaxe
TConstruct:shovel, Shovel
TConstruct:hatchet, Hatchet
TConstruct:broadsword, Broadsword
TConstruct:longsword, Longsword
TConstruct:rapier, Rapier
TConstruct:dagger, Dagger
TConstruct:cutlass, Cutlass
TConstruct:frypan, Frying Pan
TConstruct:battlesign, Battlesign
TConstruct:mattock, Mattock
TConstruct:chisel, Chisel
TConstruct:lumberaxe, Lumber Axe
TConstruct:cleaver, Cleaver
TConstruct:scythe, Scythe
TConstruct:excavator, Excavator
TConstruct:hammer, Hammer
TConstruct:battleaxe, Battleaxe
TConstruct:potionLauncher, Potion Launcher
TConstruct:toolRod:0, Wooden Tool Rod
TConstruct:toolRod:1, Stone Tool Rod
TConstruct:toolRod:2, Iron Tool Rod
TConstruct:toolRod:3, Flint Tool Rod
TConstruct:toolRod:4, Cactus Tool Rod
TConstruct:toolRod:5, Bone Tool Rod
TConstruct:toolRod:6, Obsidian Tool Rod
TConstruct:toolRod:7, Netherrack Tool Rod
TConstruct:toolRod:8, Slime Tool Rod
TConstruct:toolRod:9, Paper Tool Rod
TConstruct:toolRod:10, Cobalt Tool Rod
TConstruct:toolRod:11, Ardite Tool Rod
TConstruct:toolRod:12, Manyullyn Tool Rod
TConstruct:toolRod:13, Copper Tool Rod
TConstruct:toolRod:14, Bronze Tool Rod
TConstruct:toolRod:15, Alumite Tool Rod
TConstruct:toolRod:16, Steel Tool Rod
TConstruct:toolRod:17, Slime Tool Rod
TConstruct:toolRod:18, Pig Iron Tool Rod
TConstruct:toolShard:1, Stone Shard
TConstruct:toolShard:3, Flint Shard
TConstruct:toolShard:4, Cactus Shard
TConstruct:toolShard:6, Obsidian Shard
TConstruct:toolShard:7, Netherrack Shard
TConstruct:toolShard:8, Slime Shard
TConstruct:toolShard:17, Slime Shard
TConstruct:pickaxeHead:0, Wooden Pickaxe Head
TConstruct:pickaxeHead:1, Stone Pickaxe Head
TConstruct:pickaxeHead:2, Iron Pickaxe Head
TConstruct:pickaxeHead:3, Flint Pickaxe Head
TConstruct:pickaxeHead:4, Cactus Pickaxe Head
TConstruct:pickaxeHead:5, Bone Pickaxe Head
TConstruct:pickaxeHead:6, Obsidian Pickaxe Head
TConstruct:pickaxeHead:7, Netherrack Pickaxe Head
TConstruct:pickaxeHead:8, Slime Pickaxe Head
TConstruct:pickaxeHead:9, Paper Pickaxe Head
TConstruct:pickaxeHead:10, Cobalt Pickaxe Head
TConstruct:pickaxeHead:11, Ardite Pickaxe Head
TConstruct:pickaxeHead:12, Manyullyn Pickaxe Head
TConstruct:pickaxeHead:13, Copper Pickaxe Head
TConstruct:pickaxeHead:14, Bronze Pickaxe Head
TConstruct:pickaxeHead:15, Alumite Pickaxe Head
TConstruct:pickaxeHead:16, Steel Pickaxe Head
TConstruct:pickaxeHead:17, Slime Pickaxe Head
TConstruct:pickaxeHead:18, Pig Iron Pickaxe Head
TConstruct:shovelHead:0, Wooden Shovel Head
TConstruct:shovelHead:1, Stone Shovel Head
TConstruct:shovelHead:2, Iron Shovel Head
TConstruct:shovelHead:3, Flint Shovel Head
TConstruct:shovelHead:4, Cactus Shovel Head
TConstruct:shovelHead:5, Bone Shovel Head
TConstruct:shovelHead:6, Obsidian Shovel Head
TConstruct:shovelHead:7, Netherrack Shovel Head
TConstruct:shovelHead:8, Slime Shovel Head
TConstruct:shovelHead:9, Paper Shovel Head
TConstruct:shovelHead:10, Cobalt Shovel Head
TConstruct:shovelHead:11, Ardite Shovel Head
TConstruct:shovelHead:12, Manyullyn Shovel Head
TConstruct:shovelHead:13, Copper Shovel Head
TConstruct:shovelHead:14, Bronze Shovel Head
TConstruct:shovelHead:15, Alumite Shovel Head
TConstruct:shovelHead:16, Steel Shovel Head
TConstruct:shovelHead:17, Slime Shovel Head
TConstruct:shovelHead:18, Pig Iron Shovel Head
TConstruct:hatchetHead:0, Wooden Axe Head
TConstruct:hatchetHead:1, Stone Axe Head
TConstruct:hatchetHead:2, Iron Axe Head
TConstruct:hatchetHead:3, Flint Axe Head
TConstruct:hatchetHead:4, Cactus Axe Head
TConstruct:hatchetHead:5, Bone Axe Head
TConstruct:hatchetHead:6, Obsidian Axe Head
TConstruct:hatchetHead:7, Netherrack Axe Head
TConstruct:hatchetHead:8, Slime Axe Head
TConstruct:hatchetHead:9, Paper Axe Head
TConstruct:hatchetHead:10, Cobalt Axe Head
TConstruct:hatchetHead:11, Ardite Axe Head
TConstruct:hatchetHead:12, Manyullyn Axe Head
TConstruct:hatchetHead:13, Copper Axe Head
TConstruct:hatchetHead:14, Bronze Axe Head
TConstruct:hatchetHead:15, Alumite Axe Head
TConstruct:hatchetHead:16, Steel Axe Head
TConstruct:hatchetHead:17, Slime Axe Head
TConstruct:hatchetHead:18, Pig Iron Axe Head
TConstruct:binding:0, Wooden Binding
TConstruct:binding:1, Stone Binding
TConstruct:binding:2, Iron Binding
TConstruct:binding:3, Flint Binding
TConstruct:binding:4, Cactus Binding
TConstruct:binding:5, Bone Binding
TConstruct:binding:6, Obsidian Binding
TConstruct:binding:7, Netherrack Binding
TConstruct:binding:8, Slime Binding
TConstruct:binding:9, Paper Binding
TConstruct:binding:10, Cobalt Binding
TConstruct:binding:11, Ardite Binding
TConstruct:binding:12, Manyullyn Binding
TConstruct:binding:13, Copper Binding
TConstruct:binding:14, Bronze Binding
TConstruct:binding:15, Alumite Binding
TConstruct:binding:16, Steel Binding
TConstruct:binding:17, Slime Binding
TConstruct:binding:18, Pig Iron Binding
TConstruct:toughBinding:0, Wooden Tough Binding
TConstruct:toughBinding:1, Stone Tough Binding
TConstruct:toughBinding:2, Iron Tough Binding
TConstruct:toughBinding:3, Flint Tough Binding
TConstruct:toughBinding:4, Cactus Tough Binding
TConstruct:toughBinding:5, Bone Tough Binding
TConstruct:toughBinding:6, Obsidian Tough Binding
TConstruct:toughBinding:7, Netherrack Tough Binding
TConstruct:toughBinding:8, Slime Tough Binding
TConstruct:toughBinding:9, Paper Tough Binding
TConstruct:toughBinding:10, Cobalt Tough Binding
TConstruct:toughBinding:11, Ardite Tough Binding
TConstruct:toughBinding:12, Manyullyn Tough Binding
TConstruct:toughBinding:13, Copper Tough Binding
TConstruct:toughBinding:14, Bronze Tough Binding
TConstruct:toughBinding:15, Alumite Tough Binding
TConstruct:toughBinding:16, Steel Tough Binding
TConstruct:toughBinding:17, Slime Tough Binding
TConstruct:toughBinding:18, Pig Iron Tough Binding
TConstruct:toughRod:0, Wooden Tough Rod
TConstruct:toughRod:1, Stone Tough Rod
TConstruct:toughRod:2, Iron Tough Rod
TConstruct:toughRod:3, Flint Tough Rod
TConstruct:toughRod:4, Cactus Tough Rod
TConstruct:toughRod:5, Bone Tough Rod
TConstruct:toughRod:6, Obsidian Tough Rod
TConstruct:toughRod:7, Netherrack Tough Rod
TConstruct:toughRod:8, Slime Tough Rod
TConstruct:toughRod:9, Paper Tough Rod
TConstruct:toughRod:10, Cobalt Tough Rod
TConstruct:toughRod:11, Ardite Tough Rod
TConstruct:toughRod:12, Manyullyn Tough Rod
TConstruct:toughRod:13, Copper Tough Rod
TConstruct:toughRod:14, Bronze Tough Rod
TConstruct:toughRod:15, Alumite Tough Rod
TConstruct:toughRod:16, Steel Tough Rod
TConstruct:toughRod:17, Slime Tough Rod
TConstruct:toughRod:18, Pig Iron Tough Rod
TConstruct:heavyPlate:0, Wooden Large Plate
TConstruct:heavyPlate:1, Stone Large Plate
TConstruct:heavyPlate:2, Iron Large Plate
TConstruct:heavyPlate:3, Flint Large Plate
TConstruct:heavyPlate:4, Cactus Large Plate
TConstruct:heavyPlate:5, Bone Large Plate
TConstruct:heavyPlate:6, Obsidian Large Plate
TConstruct:heavyPlate:7, Netherrack Large Plate
TConstruct:heavyPlate:8, Slime Large Plate
TConstruct:heavyPlate:9, Paper Large Plate
TConstruct:heavyPlate:10, Cobalt Large Plate
TConstruct:heavyPlate:11, Ardite Large Plate
TConstruct:heavyPlate:12, Manyullyn Large Plate
TConstruct:heavyPlate:13, Copper Large Plate
TConstruct:heavyPlate:14, Bronze Large Plate
TConstruct:heavyPlate:15, Alumite Large Plate
TConstruct:heavyPlate:16, Steel Large Plate
TConstruct:heavyPlate:17, Slime Large Plate
TConstruct:heavyPlate:18, Pig Iron Large Plate
TConstruct:swordBlade:0, Wooden Sword Blade
TConstruct:swordBlade:1, Stone Sword Blade
TConstruct:swordBlade:2, Iron Sword Blade
TConstruct:swordBlade:3, Flint Sword Blade
TConstruct:swordBlade:4, Cactus Sword Blade
TConstruct:swordBlade:5, Bone Sword Blade
TConstruct:swordBlade:6, Obsidian Sword Blade
TConstruct:swordBlade:7, Netherrack Sword Blade
TConstruct:swordBlade:8, Slime Sword Blade
TConstruct:swordBlade:9, Paper Sword Blade
TConstruct:swordBlade:10, Cobalt Sword Blade
TConstruct:swordBlade:11, Ardite Sword Blade
TConstruct:swordBlade:12, Manyullyn Sword Blade
TConstruct:swordBlade:13, Copper Sword Blade
TConstruct:swordBlade:14, Bronze Sword Blade
TConstruct:swordBlade:15, Alumite Sword Blade
TConstruct:swordBlade:16, Steel Sword Blade
TConstruct:swordBlade:17, Slime Sword Blade
TConstruct:swordBlade:18, Pig Iron Sword Blade
TConstruct:wideGuard:0, Wooden Wide Guard
TConstruct:wideGuard:1, Stone Wide Guard
TConstruct:wideGuard:2, Iron Wide Guard
TConstruct:wideGuard:3, Flint Wide Guard
TConstruct:wideGuard:4, Cactus Wide Guard
TConstruct:wideGuard:5, Bone Wide Guard
TConstruct:wideGuard:6, Obsidian Wide Guard
TConstruct:wideGuard:7, Netherrack Wide Guard
TConstruct:wideGuard:8, Slime Wide Guard
TConstruct:wideGuard:9, Paper Wide Guard
TConstruct:wideGuard:10, Cobalt Wide Guard
TConstruct:wideGuard:11, Ardite Wide Guard
TConstruct:wideGuard:12, Manyullyn Wide Guard
TConstruct:wideGuard:13, Copper Wide Guard
TConstruct:wideGuard:14, Bronze Wide Guard
TConstruct:wideGuard:15, Alumite Wide Guard
TConstruct:wideGuard:16, Steel Wide Guard
TConstruct:wideGuard:17, Slime Wide Guard
TConstruct:wideGuard:18, Pig Iron Wide Guard
TConstruct:handGuard:0, Wooden Hand Guard
TConstruct:handGuard:1, Stone Hand Guard
TConstruct:handGuard:2, Iron Hand Guard
TConstruct:handGuard:3, Flint Hand Guard
TConstruct:handGuard:4, Cactus Hand Guard
TConstruct:handGuard:5, Bone Hand Guard
TConstruct:handGuard:6, Obsidian Hand Guard
TConstruct:handGuard:7, Netherrack Hand Guard
TConstruct:handGuard:8, Slime Hand Guard
TConstruct:handGuard:9, Paper Hand Guard
TConstruct:handGuard:10, Cobalt Hand Guard
TConstruct:handGuard:11, Ardite Hand Guard
TConstruct:handGuard:12, Manyullyn Hand Guard
TConstruct:handGuard:13, Copper Hand Guard
TConstruct:handGuard:14, Bronze Hand Guard
TConstruct:handGuard:15, Alumite Hand Guard
TConstruct:handGuard:16, Steel Hand Guard
TConstruct:handGuard:17, Slime Hand Guard
TConstruct:handGuard:18, Pig Iron Hand Guard
TConstruct:crossbar:0, Wooden Crossbar
TConstruct:crossbar:1, Stone Crossbar
TConstruct:crossbar:2, Iron Crossbar
TConstruct:crossbar:3, Flint Crossbar
TConstruct:crossbar:4, Cactus Crossbar
TConstruct:crossbar:5, Bone Crossbar
TConstruct:crossbar:6, Obsidian Crossbar
TConstruct:crossbar:7, Netherrack Crossbar
TConstruct:crossbar:8, Slime Crossbar
TConstruct:crossbar:9, Paper Crossbar
TConstruct:crossbar:10, Cobalt Crossbar
TConstruct:crossbar:11, Ardite Crossbar
TConstruct:crossbar:12, Manyullyn Crossbar
TConstruct:crossbar:13, Copper Crossbar
TConstruct:crossbar:14, Bronze Crossbar
TConstruct:crossbar:15, Alumite Crossbar
TConstruct:crossbar:16, Steel Crossbar
TConstruct:crossbar:17, Slime Crossbar
TConstruct:crossbar:18, Pig Iron Crossbar
TConstruct:knifeBlade:0, Wooden Knife Blade
TConstruct:knifeBlade:1, Stone Knife Blade
TConstruct:knifeBlade:2, Iron Knife Blade
TConstruct:knifeBlade:3, Flint Knife Blade
TConstruct:knifeBlade:4, Cactus Knife Blade
TConstruct:knifeBlade:5, Bone Knife Blade
TConstruct:knifeBlade:6, Obsidian Knife Blade
TConstruct:knifeBlade:7, Netherrack Knife Blade
TConstruct:knifeBlade:8, Slime Knife Blade
TConstruct:knifeBlade:9, Paper Knife Blade
TConstruct:knifeBlade:10, Cobalt Knife Blade
TConstruct:knifeBlade:11, Ardite Knife Blade
TConstruct:knifeBlade:12, Manyullyn Knife Blade
TConstruct:knifeBlade:13, Copper Knife Blade
TConstruct:knifeBlade:14, Bronze Knife Blade
TConstruct:knifeBlade:15, Alumite Knife Blade
TConstruct:knifeBlade:16, Steel Knife Blade
TConstruct:knifeBlade:17, Slime Knife Blade
TConstruct:knifeBlade:18, Pig Iron Knife Blade
TConstruct:frypanHead:0, Wooden Pan
TConstruct:frypanHead:1, Stone Pan
TConstruct:frypanHead:2, Iron Pan
TConstruct:frypanHead:3, Flint Pan
TConstruct:frypanHead:4, Cactus Pan
TConstruct:frypanHead:5, Bone Pan
TConstruct:frypanHead:6, Obsidian Pan
TConstruct:frypanHead:7, Netherrack Pan
TConstruct:frypanHead:8, Slime Pan
TConstruct:frypanHead:9, Paper Pan
TConstruct:frypanHead:10, Cobalt Pan
TConstruct:frypanHead:11, Ardite Pan
TConstruct:frypanHead:12, Manyullyn Pan
TConstruct:frypanHead:13, Copper Pan
TConstruct:frypanHead:14, Bronze Pan
TConstruct:frypanHead:15, Alumite Pan
TConstruct:frypanHead:16, Steel Pan
TConstruct:frypanHead:17, Slime Pan
TConstruct:frypanHead:18, Pig Iron Pan
TConstruct:signHead:0, Wooden Sign Head
TConstruct:signHead:1, Stone Sign Head
TConstruct:signHead:2, Iron Sign Head
TConstruct:signHead:3, Flint Sign Head
TConstruct:signHead:4, Cactus Sign Head
TConstruct:signHead:5, Bone Sign Head
TConstruct:signHead:6, Obsidian Sign Head
TConstruct:signHead:7, Netherrack Sign Head
TConstruct:signHead:8, Slime Sign Head
TConstruct:signHead:9, Paper Sign Head
TConstruct:signHead:10, Cobalt Sign Head
TConstruct:signHead:11, Ardite Sign Head
TConstruct:signHead:12, Manyullyn Sign Head
TConstruct:signHead:13, Copper Sign Head
TConstruct:signHead:14, Bronze Sign Head
TConstruct:signHead:15, Alumite Sign Head
TConstruct:signHead:16, Steel Sign Head
TConstruct:signHead:17, Slime Sign Head
TConstruct:signHead:18, Pig Iron Sign Head
TConstruct:chiselHead:0, Wooden Chisel Head
TConstruct:chiselHead:1, Stone Chisel Head
TConstruct:chiselHead:2, Iron Chisel Head
TConstruct:chiselHead:3, Flint Chisel Head
TConstruct:chiselHead:4, Cactus Chisel Head
TConstruct:chiselHead:5, Bone Chisel Head
TConstruct:chiselHead:6, Obsidian Chisel Head
TConstruct:chiselHead:7, Netherrack Chisel Head
TConstruct:chiselHead:8, Slime Chisel Head
TConstruct:chiselHead:9, Paper Chisel Head
TConstruct:chiselHead:10, Cobalt Chisel Head
TConstruct:chiselHead:11, Ardite Chisel Head
TConstruct:chiselHead:12, Manyullyn Chisel Head
TConstruct:chiselHead:13, Copper Chisel Head
TConstruct:chiselHead:14, Bronze Chisel Head
TConstruct:chiselHead:15, Alumite Chisel Head
TConstruct:chiselHead:16, Steel Chisel Head
TConstruct:chiselHead:17, Slime Chisel Head
TConstruct:chiselHead:18, Pig Iron Chisel Head
TConstruct:scytheBlade:0, Wooden Scythe Head
TConstruct:scytheBlade:1, Stone Scythe Head
TConstruct:scytheBlade:2, Iron Scythe Head
TConstruct:scytheBlade:3, Flint Scythe Head
TConstruct:scytheBlade:4, Cactus Scythe Head
TConstruct:scytheBlade:5, Bone Scythe Head
TConstruct:scytheBlade:6, Obsidian Scythe Head
TConstruct:scytheBlade:7, Netherrack Scythe Head
TConstruct:scytheBlade:8, Slime Scythe Head
TConstruct:scytheBlade:9, Paper Scythe Head
TConstruct:scytheBlade:10, Cobalt Scythe Head
TConstruct:scytheBlade:11, Ardite Scythe Head
TConstruct:scytheBlade:12, Manyullyn Scythe Head
TConstruct:scytheBlade:13, Copper Scythe Head
TConstruct:scytheBlade:14, Bronze Scythe Head
TConstruct:scytheBlade:15, Alumite Scythe Head
TConstruct:scytheBlade:16, Steel Scythe Head
TConstruct:scytheBlade:17, Slime Scythe Head
TConstruct:scytheBlade:18, Pig Iron Scythe Head
TConstruct:broadAxeHead:0, Wooden Broad Axe Head
TConstruct:broadAxeHead:1, Stone Broad Axe Head
TConstruct:broadAxeHead:2, Iron Broad Axe Head
TConstruct:broadAxeHead:3, Flint Broad Axe Head
TConstruct:broadAxeHead:4, Cactus Broad Axe Head
TConstruct:broadAxeHead:5, Bone Broad Axe Head
TConstruct:broadAxeHead:6, Obsidian Broad Axe Head
TConstruct:broadAxeHead:7, Netherrack Broad Axe Head
TConstruct:broadAxeHead:8, Slime Broad Axe Head
TConstruct:broadAxeHead:9, Paper Broad Axe Head
TConstruct:broadAxeHead:10, Cobalt Broad Axe Head
